MINI_DATASET,0.016700,0.021474,0.018708,0.019425,0.040380,0.018660,0.019127,0.032018,
SMALL_DATASET,0.113772,0.081996,0.061375,0.053631,0.064446,0.055413,0.060160,0.071450,
MEDIUM_DATASET,1.025540,0.562565,0.407205,0.348645,0.412018,0.370942,0.331742,0.443979,
LARGE_DATASET,25.198151,17.065900,13.095910,13.566109,12.773953,9.953552,10.187259,14.780672,
