MINI_DATASET,0.096402,0.052875,0.045036,0.051176,0.047178,0.043351,0.038903,0.050454,
SMALL_DATASET,0.616576,0.428652,0.251951,0.215840,0.263104,0.228217,0.212838,0.265654,
MEDIUM_DATASET,5.876306,3.006544,1.992632,1.622503,1.942439,1.665858,1.592773,1.749405,
LARGE_DATASET,73.011414,39.836667,30.394883,25.296506,26.464506,22.191026,21.168711,25.618986,
